Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Asia,Kazakhstan,Fruits,Online,C,9/30/2018,382134377.0,909.0,8.73,6.47,7935.57,5881.23,2054.34
North America,Sao Tome and Principe,Office Supplies,Online,C,12/1/2022,437347972.0,9839.0,643.16,518.47,6328051.24,5101226.33,1226824.91
Europe,Luxembourg,Vegetables,Online,M,9/30/2020,742569196.0,1581.0,167.61,98.93,264991.41,156408.33,108583.08
Europe,Poland,Household,Online,M,7/29/2022,760346877.0,2392.0,685.69,515.64,1640170.48,1233410.88,406759.6
Central America and the Caribbean,Guatemala,Snacks,Online,H,2/5/2017,473542344.0,558.0,139.94,89.37,78086.52,49868.46,28218.06
North America,Sudan,Vegetables,Online,M,7/25/2020,835329425.0,1395.0,167.61,98.93,233815.95,138007.35,95808.6
Middle East and North Africa,Iraq,Vegetables,Online,L,1/5/2020,619194447.0,2252.0,167.61,98.93,377457.72,222790.36,154667.36
North America,Malawi,Vegetables,Online,M,6/21/2022,468936240.0,7509.0,147.2,86.88,1105324.8,652381.92,452942.88
Australia and Oceania,Fiji,Office Supplies,Offline,L,11/21/2020,648666131.0,3578.0,699.12,563.58,2501451.36,2016489.24,484962.12
Middle East and North Africa,Afghanistan,Household,Offline,C,8/21/2020,592807948.0,3900.0,660.77,496.9,2577003.0,1937910.0,639093.0
North America,Zimbabwe,Baby Food,Offline,M,8/1/2020,256098020.0,3950.0,236.58,147.74,934491.0,583573.0,350918.0
Asia,Nepal,Household,Online,C,11/13/2016,563585174.0,6232.0,725.57,545.63,4521752.24,3400366.16,1121386.08
Europe,Moldova ,Cosmetics,Online,M,11/5/2023,260630738.0,5282.0,399.45,240.59,2109894.9,1270796.38,839098.52
Asia,Kyrgyzstan,Household,Offline,H,6/6/2022,862908542.0,2668.0,685.69,515.64,1829420.92,1375727.52,453693.4
Asia,China,Personal Care,Offline,C,9/30/2023,806404912.0,1988.0,88.17,61.14,175281.96,121546.32,53735.64
North America,Djibouti,Household,Offline,C,3/13/2020,397418677.0,3873.0,660.77,496.9,2559162.21,1924493.7,634668.51
Europe,Spain,Meat,Online,H,4/2/2019,462561166.0,983.0,394.44,340.96,387734.52,335163.68,52570.84
Asia,China,Personal Care,Online,M,8/28/2017,998756206.0,3011.0,81.65,56.61,245848.15,170452.71,75395.44
North America,Uganda,Cosmetics,Offline,H,10/16/2022,723240125.0,1680.0,465.35,280.28,781788.0,470870.4,310917.6
Asia,Tajikistan,Clothes,Offline,H,8/10/2016,223561751.0,5745.0,107.69,35.32,618679.05,202913.4,415765.65
Sub-Saharan Africa,United States of America,Meat,Offline,M,12/22/2019,607582414.0,5993.0,394.44,340.96,2363878.92,2043373.28,320505.64
Europe,Netherlands,Personal Care,Offline,H,10/2/2020,353475940.0,240.0,80.44,55.77,19305.6,13384.8,5920.8
Australia and Oceania,Papua New Guinea,Cereal,Offline,H,1/5/2021,259728658.0,8336.0,204.35,116.34,1703461.6,969810.24,733651.36
North America,Botswana,Cereal,Offline,L,7/14/2020,295139396.0,7161.0,191.0,108.74,1367751.0,778687.14,589063.86
Australia and Oceania,Solomon Islands,Vegetables,Online,L,4/20/2021,948819482.0,5624.0,143.22,84.53,805469.28,475396.72,330072.56
North America,Djibouti,Baby Food,Offline,M,6/8/2021,980192744.0,9670.0,230.66,144.04,2230482.2,1392866.8,837615.4
Central America and the Caribbean,Nicaragua,Meat,Online,C,9/12/2023,568995511.0,7271.0,421.9,364.7,3067634.9,2651733.7,415901.2
North America,Liberia,Snacks,Online,C,2/13/2016,865276610.0,3432.0,141.5,90.37,485628.0,310149.84,175478.16
Middle East and North Africa,Morocco,Office Supplies,Online,L,12/14/2020,839397370.0,5190.0,699.12,563.58,3628432.8,2924980.2,703452.6
Europe,Armenia,Beverages,Online,H,6/5/2017,432031619.0,6612.0,45.51,30.49,300912.12,201599.88,99312.24
Europe,Armenia,Household,Online,L,2/19/2018,104165685.0,3796.0,713.1,536.25,2706927.6,2035605.0,671322.6
North America,Sudan,Fruits,Offline,M,10/20/2017,387098395.0,9872.0,9.88,7.33,97535.36,72361.76,25173.6
Central America and the Caribbean,Saint Kitts and Nevis ,Clothes,Offline,L,10/14/2019,532441079.0,2.0,107.81,35.36,215.62,70.72,144.9
Europe,Ukraine,Personal Care,Online,M,2/26/2017,762117564.0,6378.0,81.65,56.61,520763.7,361058.58,159705.12
Europe,Finland,Snacks,Offline,H,3/10/2019,918364179.0,3223.0,154.99,98.98,499532.77,319012.54,180520.23
Europe,Georgia,Meat,Online,M,4/18/2017,913729751.0,1793.0,436.35,377.19,782375.55,676301.67,106073.88
North America,Burkina Faso,Household,Offline,H,2/4/2019,281075608.0,5373.0,675.75,508.17,3630804.75,2730397.41,900407.34
North America,Namibia,Vegetables,Offline,H,12/1/2023,423575580.0,4282.0,141.08,83.27,604104.56,356562.14,247542.42
Middle East and North Africa,Libya,Cereal,Offline,L,7/30/2016,564715993.0,866.0,201.4,114.66,174412.4,99295.56,75116.84
Central America and the Caribbean,Guatemala,Beverages,Offline,H,6/19/2023,898295676.0,4508.0,43.24,28.97,194925.92,130596.76,64329.16
North America,Cote d'Ivoire,Office Supplies,Offline,H,3/3/2018,338425958.0,6616.0,601.4,484.81,3978862.4,3207502.96,771359.44
Central America and the Caribbean,Nicaragua,Fruits,Online,M,6/4/2021,569530665.0,5635.0,9.73,7.21,54828.55,40628.35,14200.2
Europe,Armenia,Snacks,Online,H,2/28/2017,196346127.0,2037.0,139.94,89.37,285057.78,182046.69,103011.09
Asia,South Korea,Household,Online,M,1/11/2022,593921172.0,3328.0,685.69,515.64,2281976.32,1716049.92,565926.4
Middle East and North Africa,Jordan,Cosmetics,Online,L,4/20/2016,957617127.0,9043.0,447.9,269.77,4050359.7,2439530.11,1610829.59
Europe,Cyprus,Personal Care,Online,M,12/21/2020,553107821.0,5751.0,80.44,55.77,462610.44,320733.27,141877.17
Australia and Oceania,Tonga,Cereal,Offline,L,3/26/2020,966379582.0,2048.0,191.0,108.74,391168.0,222699.52,168468.48
Asia,Singapore,Baby Food,Online,H,4/10/2018,253731238.0,3567.0,262.74,164.08,937193.58,585273.36,351920.22
Europe,San Marino,Cereal,Online,M,5/8/2020,591774117.0,7967.0,191.0,108.74,1521697.0,866331.58,655365.42
Europe,Cyprus,Personal Care,Online,C,6/2/2023,627432048.0,9941.0,88.17,61.14,876497.97,607792.74,268705.23
North America,Republic of the Congo,Fruits,Online,C,7/5/2017,427941358.0,6212.0,9.88,7.33,61374.56,45533.96,15840.6
Middle East and North Africa,Algeria,Baby Food,Online,L,1/24/2017,130850875.0,537.0,235.67,147.18,126554.79,79035.66,47519.13
Asia,Bangladesh,Meat,Offline,C,1/13/2022,394021928.0,8699.0,397.98,344.02,3462028.02,2992629.98,469398.04
Asia,China,Meat,Online,C,6/26/2016,145628345.0,3518.0,452.67,391.29,1592493.06,1376558.22,215934.84
North America,South Sudan,Meat,Offline,M,6/3/2021,634156453.0,9842.0,418.24,361.54,4116318.08,3558276.68,558041.4
Central America and the Caribbean,Haiti,Cereal,Online,L,9/11/2017,478405082.0,9550.0,200.77,114.3,1917353.5,1091565.0,825788.5
Middle East and North Africa,Azerbaijan,Personal Care,Offline,C,8/23/2020,617485558.0,6554.0,80.44,55.77,527203.76,365516.58,161687.18
North America,Nigeria,Meat,Offline,C,8/8/2020,260821712.0,1795.0,397.31,343.45,713171.45,616492.75,96678.7
North America,Sudan,Beverages,Offline,C,2/14/2022,938149869.0,8249.0,48.07,32.2,396529.43,265617.8,130911.63
North America,Swaziland,Fruits,Online,L,6/12/2019,649518859.0,5919.0,9.06,6.72,53626.14,39775.68,13850.46
Europe,Germany,Meat,Offline,M,1/14/2021,615290009.0,6842.0,418.24,361.54,2861598.08,2473656.68,387941.4
Middle East and North Africa,Iraq,Clothes,Online,M,12/3/2017,326137149.0,85.0,109.51,35.92,9308.35,3053.2,6255.15
Asia,Turkmenistan,Beverages,Online,L,6/20/2020,693046605.0,6746.0,48.74,32.65,328800.04,220256.9,108543.14
Europe,Italy,Beverages,Online,H,8/13/2023,897317206.0,4957.0,43.24,28.97,214340.68,143604.29,70736.39
Asia,Bhutan,Meat,Offline,L,12/10/2020,640560281.0,4877.0,397.31,343.45,1937680.87,1675005.65,262675.22
Europe,Montenegro,Personal Care,Offline,L,11/14/2022,594699656.0,3699.0,89.69,62.19,331763.31,230040.81,101722.5
Asia,Indonesia,Personal Care,Offline,M,10/1/2017,151971662.0,647.0,81.65,56.61,52827.55,36626.67,16200.88
Europe,Ukraine,Cosmetics,Offline,M,6/28/2021,574925124.0,1975.0,418.06,251.8,825668.5,497305.0,328363.5
Europe,Ukraine,Beverages,Offline,M,3/19/2023,946421372.0,5971.0,43.24,28.97,258186.04,172979.87,85206.17
Asia,Japan,Cereal,Offline,L,8/7/2019,419634234.0,7950.0,197.33,112.34,1568773.5,893103.0,675670.5
Australia and Oceania,Vanuatu,Cosmetics,Offline,H,10/31/2020,468050038.0,5262.0,444.24,267.57,2337590.88,1407953.34,929637.54
North America,Burundi,Vegetables,Online,L,10/16/2016,835467612.0,2287.0,148.02,87.37,338521.74,199815.19,138706.55
Europe,Armenia,Clothes,Offline,C,2/21/2021,885998284.0,5436.0,111.52,36.58,606222.72,198848.88,407373.84
Europe,Hungary,Household,Offline,L,7/17/2022,954065883.0,8151.0,685.69,515.64,5589059.19,4202981.64,1386077.55
Europe,Malta,Beverages,Online,M,6/7/2023,994406735.0,5906.0,43.24,28.97,255375.44,171096.82,84278.62
Europe,Austria,Personal Care,Online,M,7/9/2021,132069671.0,1205.0,75.85,52.6,91399.25,63383.0,28016.25
North America,Republic of the Congo,Office Supplies,Offline,H,6/12/2018,712416017.0,8586.0,601.4,484.81,5163620.4,4162578.66,1001041.74
North America,Sao Tome and Principe,Vegetables,Offline,M,6/2/2021,651119601.0,9614.0,143.22,84.53,1376917.08,812671.42,564245.66
North America,Democratic Republic of the Congo,Baby Food,Online,L,11/2/2018,184166753.0,7890.0,262.74,164.08,2073018.6,1294591.2,778427.4
North America,Eritrea,Cereal,Online,H,4/3/2020,517856299.0,4042.0,191.0,108.74,772022.0,439527.08,332494.92
Middle East and North Africa,Qatar,Baby Food,Offline,H,7/26/2023,678799569.0,732.0,271.86,169.77,199001.52,124271.64,74729.88
North America,Sudan,Meat,Online,C,7/7/2023,663920390.0,7652.0,421.9,364.7,3228378.8,2790684.4,437694.4
Europe,Belarus,Household,Online,M,11/30/2019,990455090.0,6526.0,675.75,508.17,4409944.5,3316317.42,1093627.08
Europe,Norway,Cereal,Offline,C,6/6/2023,445952498.0,6109.0,200.03,113.88,1221983.27,695692.92,526290.35
Middle East and North Africa,Oman,Snacks,Offline,C,8/21/2016,138273942.0,7187.0,141.5,90.37,1016960.5,649489.19,367471.31
North America,Sierra Leone,Cosmetics,Offline,L,2/13/2016,345593249.0,7577.0,447.9,269.77,3393738.3,2044047.29,1349691.01
Central America and the Caribbean,Antigua and Barbuda ,Cosmetics,Offline,H,5/18/2016,966396749.0,7128.0,447.9,269.77,3192631.2,1922920.56,1269710.64
North America,Mauritius ,Snacks,Online,L,10/3/2018,169483268.0,2720.0,163.56,104.45,444883.2,284104.0,160779.2
Asia,Nepal,Cereal,Online,M,2/6/2018,243964135.0,3264.0,212.12,120.77,692359.68,394193.28,298166.4
Middle East and North Africa,Oman,Clothes,Online,C,9/4/2023,849263179.0,4702.0,119.17,39.08,560337.34,183754.16,376583.18
North America,Togo,Household,Offline,M,8/30/2022,365116727.0,5008.0,685.69,515.64,3433935.52,2582325.12,851610.4
Middle East and North Africa,Tunisia ,Meat,Online,H,2/7/2019,841573607.0,9187.0,394.44,340.96,3623720.28,3132399.52,491320.76
Middle East and North Africa,Yemen,Beverages,Offline,C,9/3/2017,348995149.0,4275.0,45.51,30.49,194555.25,130344.75,64210.5
Europe,Estonia,Office Supplies,Offline,M,4/26/2022,628055179.0,4339.0,643.16,518.47,2790671.24,2249641.33,541029.91
North America,Ethiopia,Office Supplies,Offline,C,12/1/2022,339740025.0,5478.0,643.16,518.47,3523230.48,2840178.66,683051.82
Middle East and North Africa,Azerbaijan,Office Supplies,Online,L,10/6/2023,915348517.0,822.0,618.24,498.38,508193.28,409668.36,98524.92
Asia,Uzbekistan,Personal Care,Online,C,3/20/2022,706491982.0,5532.0,89.69,62.19,496165.08,344035.08,152130.0
Central America and the Caribbean,Panama,Vegetables,Offline,C,5/7/2017,835094249.0,1801.0,157.9,93.19,284377.9,167835.19,116542.71
Europe,Slovenia,Personal Care,Online,C,6/6/2016,243391644.0,3851.0,82.74,57.37,318631.74,220931.87,97699.87
Australia and Oceania,Federated States of Micronesia,Household,Offline,H,6/12/2018,643932998.0,2938.0,713.1,536.25,2095087.8,1575502.5,519585.3
Asia,Taiwan,Vegetables,Offline,H,6/13/2021,669579637.0,2349.0,143.22,84.53,336423.78,198560.97,137862.81
Europe,Ukraine,Clothes,Online,H,3/11/2023,823505389.0,2400.0,119.17,39.08,286008.0,93792.0,192216.0
Central America and the Caribbean,Antigua and Barbuda ,Meat,Offline,H,8/19/2017,329196584.0,5439.0,436.35,377.19,2373307.65,2051536.41,321771.24
Asia,Cambodia,Meat,Online,L,1/7/2016,280452048.0,848.0,452.67,391.29,383864.16,331813.92,52050.24
Central America and the Caribbean,Grenada,Office Supplies,Offline,H,8/29/2020,491383111.0,37.0,699.12,563.58,25867.44,20852.46,5014.98
Europe,Ireland,Snacks,Online,L,12/30/2017,846413600.0,1448.0,139.94,89.37,202633.12,129407.76,73225.36
Europe,Cyprus,Fruits,Offline,C,3/31/2018,850279843.0,5556.0,8.73,6.47,48503.88,35947.32,12556.56
North America,Kenya,Fruits,Offline,M,5/6/2023,978030669.0,9864.0,9.76,7.24,96272.64,71415.36,24857.28
Asia,Bhutan,Beverages,Offline,H,9/18/2020,425027406.0,3909.0,48.74,32.65,190524.66,127628.85,62895.81
Central America and the Caribbean,Saint Lucia,Beverages,Online,M,3/12/2022,256943881.0,4259.0,48.07,32.2,204730.13,137139.8,67590.33
Middle East and North Africa,Oman,Cosmetics,Offline,H,7/24/2017,259766423.0,9512.0,439.75,264.87,4182902.0,2519443.44,1663458.56
Central America and the Caribbean,Saint Lucia,Beverages,Online,H,7/26/2018,289793860.0,5298.0,51.81,34.71,274489.38,183893.58,90595.8
North America,Eritrea,Fruits,Offline,H,11/24/2022,723637521.0,9278.0,9.98,7.4,92594.44,68657.2,23937.24
North America,Comoros,Cereal,Offline,H,12/10/2017,208221232.0,6145.0,200.77,114.3,1233731.65,702373.5,531358.15
Central America and the Caribbean,Panama,Vegetables,Online,C,6/9/2022,610781323.0,2621.0,147.2,86.88,385811.2,227712.48,158098.72
Asia,Brunei,Beverages,Offline,H,2/14/2022,268866622.0,2463.0,48.07,32.2,118396.41,79308.6,39087.81
Middle East and North Africa,Lebanon,Office Supplies,Offline,H,12/6/2018,740338456.0,1456.0,601.4,484.81,875638.4,705883.36,169755.04
Australia and Oceania,Solomon Islands,Household,Offline,C,8/30/2019,953370654.0,2417.0,675.75,508.17,1633287.75,1228246.89,405040.86
Australia and Oceania,Tuvalu,Cosmetics,Offline,H,1/9/2017,356449544.0,196.0,439.75,264.87,86191.0,51914.52,34276.48
Europe,Austria,Office Supplies,Online,H,2/25/2016,268373954.0,6672.0,641.44,517.08,4279687.68,3449957.76,829729.92
North America,Malawi,Snacks,Offline,H,4/1/2021,728255212.0,5755.0,142.54,91.03,820317.7,523877.65,296440.05
North America,Seychelles ,Snacks,Offline,C,1/28/2019,945517146.0,8390.0,154.99,98.98,1300366.1,830442.2,469923.9
North America,Burundi,Household,Offline,H,4/28/2021,649896085.0,7548.0,680.42,511.68,5135810.16,3862160.64,1273649.52
North America,South Sudan,Personal Care,Online,M,9/1/2022,541440856.0,3236.0,89.69,62.19,290236.84,201246.84,88990.0
Australia and Oceania,Marshall Islands,Personal Care,Offline,M,12/30/2019,940512788.0,7489.0,88.84,61.6,665322.76,461322.4,204000.36
North America,Ghana,Snacks,Offline,H,1/18/2021,437785708.0,9375.0,142.54,91.03,1336312.5,853406.25,482906.25
Asia,Thailand,Fruits,Online,M,11/30/2017,844245946.0,9991.0,9.88,7.33,98711.08,73234.03,25477.05
Middle East and North Africa,Kuwait,Household,Offline,C,3/29/2018,441192328.0,7469.0,713.1,536.25,5326143.9,4005251.25,1320892.65
Asia,Indonesia,Beverages,Online,L,1/13/2016,730236184.0,1969.0,43.95,29.44,86537.55,57967.36,28570.19
Asia,Nepal,Snacks,Offline,L,4/19/2021,583301341.0,684.0,142.54,91.03,97497.36,62264.52,35232.84
North America,Democratic Republic of the Congo,Beverages,Online,L,10/18/2022,292624127.0,2837.0,48.07,32.2,136374.59,91351.4,45023.19
Central America and the Caribbean,Saint Kitts and Nevis ,Beverages,Online,C,4/22/2017,220753371.0,4683.0,45.51,30.49,213123.33,142784.67,70338.66
Europe,Serbia,Cosmetics,Online,H,3/25/2018,350550401.0,4508.0,419.34,252.57,1890384.72,1138585.56,751799.16
Middle East and North Africa,Turkey,Cereal,Offline,L,2/9/2019,735189044.0,7631.0,197.33,112.34,1505825.23,857266.54,648558.69
North America,South Africa,Cereal,Offline,M,2/15/2022,148155629.0,1398.0,213.22,121.39,298081.56,169703.22,128378.34
Central America and the Caribbean,Jamaica,Meat,Offline,C,2/25/2019,133248984.0,190.0,394.44,340.96,74943.6,64782.4,10161.2
North America,Cape Verde,Vegetables,Offline,L,4/18/2018,954580438.0,419.0,151.37,89.34,63424.03,37433.46,25990.57
Central America and the Caribbean,Trinidad and Tobago,Snacks,Offline,L,5/8/2017,246573817.0,5527.0,139.94,89.37,773448.38,493947.99,279500.39
Australia and Oceania,Tuvalu,Beverages,Offline,L,10/1/2022,663965451.0,987.0,48.07,32.2,47445.09,31781.4,15663.69
Sub-Saharan Africa,Mexico,Household,Offline,H,1/27/2021,431804168.0,9304.0,680.42,511.68,6330627.68,4760670.72,1569956.96
Asia,Laos,Snacks,Online,M,2/4/2021,995451295.0,5014.0,142.54,91.03,714695.56,456424.42,258271.14
North America,Chad,Fruits,Offline,H,4/23/2017,270580661.0,9685.0,9.88,7.33,95687.8,70991.05,24696.75
Europe,San Marino,Personal Care,Online,C,5/27/2016,293178594.0,6916.0,82.74,57.37,572229.84,396770.92,175458.92
North America,Mauritania,Household,Offline,C,10/14/2020,469543921.0,7336.0,660.77,496.9,4847408.72,3645258.4,1202150.32
Asia,Cambodia,Clothes,Online,M,10/11/2016,726287972.0,3606.0,107.69,35.32,388330.14,127363.92,260966.22
North America,Malawi,Personal Care,Offline,C,4/9/2018,160334575.0,5418.0,83.41,57.84,451915.38,313377.12,138538.26
North America,Eritrea,Vegetables,Online,C,7/5/2017,188920056.0,4498.0,157.9,93.19,710234.2,419168.62,291065.58
North America,Nigeria,Personal Care,Online,H,2/23/2019,499593245.0,9598.0,88.84,61.6,852686.32,591236.8,261449.52
Australia and Oceania,Nauru,Office Supplies,Offline,C,5/6/2023,400215470.0,1506.0,618.24,498.38,931069.44,750560.28,180509.16
Europe,Georgia,Baby Food,Online,H,7/14/2019,168960559.0,8039.0,279.84,174.76,2249633.76,1404895.64,844738.12
Middle East and North Africa,Kuwait,Office Supplies,Offline,M,10/15/2017,604314839.0,9045.0,664.11,535.36,6006874.95,4842331.2,1164543.75
Asia,China,Snacks,Offline,L,6/15/2017,775077140.0,1404.0,139.94,89.37,196475.76,125475.48,71000.28
Europe,Albania,Beverages,Offline,M,12/11/2020,270358788.0,4028.0,48.74,32.65,196324.72,131514.2,64810.52
North America,Guinea,Clothes,Online,C,5/21/2020,549583613.0,2859.0,117.99,38.7,337333.41,110643.3,226690.11
Middle East and North Africa,Saudi Arabia,Baby Food,Offline,H,7/13/2016,892487943.0,5870.0,250.04,156.15,1467734.8,916600.5,551134.3
North America,Guinea-Bissau,Office Supplies,Online,L,7/24/2022,649120604.0,8067.0,643.16,518.47,5188371.72,4182497.49,1005874.23
Europe,Italy,Personal Care,Offline,M,6/9/2022,589842927.0,6485.0,89.69,62.19,581639.65,403302.15,178337.5
Europe,Poland,Cereal,Offline,C,2/10/2020,655328738.0,5191.0,191.0,108.74,991481.0,564469.34,427011.66
Europe,Albania,Vegetables,Online,M,8/7/2020,406564366.0,286.0,167.61,98.93,47936.46,28293.98,19642.48
Europe,Spain,Clothes,Online,H,8/16/2018,374848639.0,4897.0,109.01,35.75,533821.97,175067.75,358754.22
North America,Central African Republic,Personal Care,Online,L,7/19/2017,711792886.0,4187.0,81.65,56.61,341868.55,237026.07,104842.48
North America,Mauritius ,Fruits,Online,L,1/4/2018,739320933.0,348.0,8.73,6.47,3038.04,2251.56,786.48
North America,Comoros,Personal Care,Online,L,9/18/2023,299669110.0,7604.0,88.17,61.14,670444.68,464908.56,205536.12
Central America and the Caribbean,Grenada,Baby Food,Offline,H,1/26/2020,205386245.0,7209.0,236.58,147.74,1705505.22,1065057.66,640447.56
Central America and the Caribbean,Haiti,Cosmetics,Offline,M,9/14/2020,889333665.0,2449.0,444.24,267.57,1087943.76,655278.93,432664.83
Middle East and North Africa,Yemen,Vegetables,Offline,L,12/8/2020,154685199.0,3643.0,167.61,98.93,610603.23,360401.99,250201.24
Australia and Oceania,New Zealand,Cereal,Offline,C,2/27/2019,824927175.0,3138.0,197.33,112.34,619221.54,352522.92,266698.62
Europe,Slovakia,Fruits,Offline,L,8/14/2018,393858420.0,314.0,8.73,6.47,2741.22,2031.58,709.64
Sub-Saharan Africa,Mexico,Personal Care,Online,M,1/19/2016,475590264.0,6583.0,82.74,57.37,544677.42,377666.71,167010.71
Middle East and North Africa,Lebanon,Household,Online,M,8/11/2020,954546535.0,387.0,660.77,496.9,255717.99,192300.3,63417.69
Europe,Malta,Beverages,Online,C,10/21/2019,435463559.0,2199.0,47.12,31.57,103616.88,69422.43,34194.45
Central America and the Caribbean,Belize,Beverages,Offline,C,2/19/2023,293390166.0,9525.0,43.24,28.97,411861.0,275939.25,135921.75
North America,Tanzania,Beverages,Offline,H,1/10/2018,623687684.0,1900.0,51.81,34.71,98439.0,65949.0,32490.0
Asia,India,Office Supplies,Offline,L,4/28/2016,692029941.0,5893.0,641.44,517.08,3780005.92,3047152.44,732853.48
