,Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
2284,Europe,Finland,Personal Care,Online,M,7/25/2020,195171105,4322,$80.44,$55.77,$347661.68,$241037.94,$106623.74
2285,Asia,Brunei,Meat,Online,L,7/6/2018,555694758,1283,$391.97,$338.82,$502897.51,$434706.06,$68191.45
2286,Sub-Saharan Africa,Greenland,Office Supplies,Online,C,10/22/2023,600210416,4455,$618.24,$498.38,$2754259.2,$2220282.9,$533976.3
2287,Europe,Vatican City,Household,Offline,C,2/13/2017,128766906,3844,$718.44,$540.27,$2761683.36,$2076797.88,$684885.48
2288,Europe,San Marino,Vegetables,Offline,L,6/27/2022,361725556,1485,$147.2,$86.88,$218592.0,$129016.8,$89575.2
2289,Europe,Armenia,Personal Care,Online,C,12/6/2022,789760196,6447,$89.69,$62.19,$578231.43,$400938.93,$177292.5
2290,North America,Democratic Republic of the Congo,Cosmetics,Online,H,9/5/2019,523857152,9827,$460.68,$277.47,$4527102.36,$2726697.69,$1800404.67
2291,Australia and Oceania,Palau,Cosmetics,Offline,H,10/25/2018,545315253,9756,$419.34,$252.57,$4091081.04,$2464072.92,$1627008.12
2292,Asia,Laos,Cosmetics,Offline,L,12/1/2019,555745828,6395,$460.68,$277.47,$2946048.6,$1774420.65,$1171627.95
2293,Europe,Slovakia,Cosmetics,Online,C,11/1/2019,327072703,6936,$460.68,$277.47,$3195276.48,$1924531.92,$1270744.56
2294,Central America and the Caribbean,Barbados,Household,Offline,L,6/28/2016,151532208,603,$725.57,$545.63,$437518.71,$329014.89,$108503.82
2295,Asia,India,Fruits,Offline,H,3/21/2020,391673171,3650,$9.38,$6.96,$34237.0,$25404.0,$8833.0
2296,Europe,Switzerland,Vegetables,Online,H,9/18/2019,130356919,4364,$158.59,$93.61,$692086.76,$408514.04,$283572.72
2297,Asia,Cambodia,Personal Care,Offline,L,2/3/2016,320757281,8062,$82.74,$57.37,$667049.88,$462516.94,$204532.94
2298,Europe,Portugal,Cereal,Offline,H,2/5/2019,636360585,2093,$197.33,$112.34,$413011.69,$235127.62,$177884.07
2299,Asia,Turkmenistan,Cosmetics,Online,C,8/14/2020,820965659,837,$444.24,$267.57,$371828.88,$223956.09,$147872.79
2300,Middle East and North Africa,Oman,Cereal,Online,H,3/4/2023,238683831,705,$200.03,$113.88,$141021.15,$80285.4,$60735.75
2301,Europe,Belarus,Beverages,Online,M,7/24/2018,123938930,5138,$51.81,$34.71,$266199.78,$178339.98,$87859.8
2302,North America,Mozambique,Personal Care,Online,C,3/23/2019,431467282,9612,$88.84,$61.6,$853930.08,$592099.2,$261830.88
2303,North America,Botswana,Fruits,Offline,M,4/20/2019,286317718,6630,$9.06,$6.72,$60067.8,$44553.6,$15514.2
2304,Central America and the Caribbean,Dominican Republic,Meat,Offline,H,1/2/2016,233851563,729,$452.67,$391.29,$329996.43,$285250.41,$44746.02
2305,North America,Comoros,Office Supplies,Offline,L,12/17/2018,889742648,3476,$601.4,$484.81,$2090466.4,$1685199.56,$405266.84
2306,Asia,Kyrgyzstan,Meat,Online,C,2/26/2016,689977300,8471,$452.67,$391.29,$3834567.57,$3314617.59,$519949.98
2307,Asia,Laos,Meat,Online,C,2/18/2021,840854346,6342,$418.24,$361.54,$2652478.08,$2292886.68,$359591.4
2308,Asia,Japan,Beverages,Online,C,8/24/2018,368985116,9750,$51.81,$34.71,$505147.5,$338422.5,$166725.0
2309,North America,Burkina Faso,Vegetables,Online,H,8/2/2016,171293437,8389,$148.02,$87.37,$1241739.78,$732946.93,$508792.85
2310,Central America and the Caribbean,Costa Rica,Baby Food,Offline,H,10/5/2016,765015637,3982,$250.04,$156.15,$995659.28,$621789.3,$373869.98
2311,North America,Comoros,Vegetables,Online,M,4/6/2016,937700545,5284,$148.02,$87.37,$782137.68,$461663.08,$320474.6
2312,Australia and Oceania,Palau,Personal Care,Offline,H,10/26/2020,897209489,3081,$80.44,$55.77,$247835.64,$171827.37,$76008.27
2313,Central America and the Caribbean,Grenada,Beverages,Online,H,4/16/2018,921716296,5189,$51.81,$34.71,$268842.09,$180110.19,$88731.9
2314,North America,Guinea,Vegetables,Offline,C,4/28/2020,909707295,1459,$167.61,$98.93,$244542.99,$144338.87,$100204.12
2315,Asia,Cambodia,Beverages,Offline,L,9/9/2020,829981315,8770,$48.74,$32.65,$427449.8,$286340.5,$141109.3
2316,North America,Kenya,Personal Care,Online,M,10/23/2023,271649682,6032,$88.17,$61.14,$531841.44,$368796.48,$163044.96
2317,North America,Swaziland,Fruits,Online,M,5/16/2021,694136226,9189,$9.73,$7.21,$89408.97,$66252.69,$23156.28
2318,Asia,South Korea,Personal Care,Online,L,7/24/2018,477177274,6214,$83.41,$57.84,$518309.74,$359417.76,$158891.98
2319,Europe,Kosovo,Office Supplies,Offline,C,7/26/2020,770821654,2112,$699.12,$563.58,$1476541.44,$1190280.96,$286260.48
2320,North America,Swaziland,Fruits,Online,M,11/28/2020,545430696,3918,$9.38,$6.96,$36750.84,$27269.28,$9481.56
2321,Australia and Oceania,Federated States of Micronesia,Clothes,Online,M,7/17/2021,641678225,5701,$111.52,$36.58,$635775.52,$208542.58,$427232.94
2322,North America,Nigeria,Cosmetics,Online,C,5/5/2018,620550572,3559,$419.34,$252.57,$1492431.06,$898896.63,$593534.43
2323,Middle East and North Africa,Saudi Arabia,Cosmetics,Online,H,10/1/2022,113346564,622,$465.35,$280.28,$289447.7,$174334.16,$115113.54
2324,North America,Central African Republic,Clothes,Online,M,5/29/2017,171677529,2051,$109.51,$35.92,$224605.01,$73671.92,$150933.09
2325,Middle East and North Africa,Iraq,Office Supplies,Online,L,2/5/2018,117467296,38,$601.4,$484.81,$22853.2,$18422.78,$4430.42
2326,Europe,United Kingdom,Cosmetics,Online,M,12/14/2018,692952191,8807,$419.34,$252.57,$3693127.38,$2224383.99,$1468743.39
2327,Australia and Oceania,New Zealand,Cosmetics,Offline,M,12/16/2018,910681045,9613,$419.34,$252.57,$4031115.42,$2427955.41,$1603160.01
2328,Central America and the Caribbean,Haiti,Vegetables,Online,H,3/1/2018,303515183,5742,$151.37,$89.34,$869166.54,$512990.28,$356176.26
2329,Australia and Oceania,Vanuatu,Household,Online,L,6/20/2023,274628436,7512,$632.31,$475.5,$4749912.72,$3571956.0,$1177956.72
2330,Europe,Ukraine,Beverages,Offline,L,9/7/2019,947507131,7271,$47.12,$31.57,$342609.52,$229545.47,$113064.05
2331,Australia and Oceania,Papua New Guinea,Beverages,Offline,L,1/22/2016,715950095,4398,$43.95,$29.44,$193292.1,$129477.12,$63814.98
2332,Asia,Japan,Fruits,Offline,C,6/22/2022,294068658,306,$9.98,$7.4,$3053.88,$2264.4,$789.48
2333,North America,Malawi,Personal Care,Offline,C,10/19/2017,466286647,3436,$81.65,$56.61,$280549.4,$194511.96,$86037.44
2334,Middle East and North Africa,Qatar,Meat,Offline,C,10/28/2019,737340390,4262,$394.44,$340.96,$1681103.28,$1453171.52,$227931.76
2335,North America,Botswana,Office Supplies,Offline,C,11/29/2020,682278716,289,$699.12,$563.58,$202045.68,$162874.62,$39171.06
2336,Europe,Ireland,Personal Care,Offline,L,1/21/2022,396462953,1053,$89.69,$62.19,$94443.57,$65486.07,$28957.5
2337,Asia,Bangladesh,Meat,Online,H,7/12/2023,945566928,3121,$421.9,$364.7,$1316749.9,$1138228.7,$178521.2
2338,Asia,South Korea,Cosmetics,Online,C,8/31/2018,315576970,5093,$419.34,$252.57,$2135698.62,$1286339.01,$849359.61
2339,Europe,Russia,Beverages,Offline,M,8/30/2017,162791907,2598,$45.51,$30.49,$118234.98,$79213.02,$39021.96
2340,Asia,North Korea,Household,Online,M,3/12/2016,863823068,3297,$725.57,$545.63,$2392204.29,$1798942.11,$593262.18
2341,Asia,Bangladesh,Meat,Online,L,10/19/2016,165594279,1882,$452.67,$391.29,$851924.94,$736407.78,$115517.16
2342,Europe,Luxembourg,Cosmetics,Online,M,1/26/2021,835341870,5077,$418.06,$251.8,$2122490.62,$1278388.6,$844102.02
2343,North America,Guinea-Bissau,Clothes,Offline,C,9/28/2020,310614669,6638,$117.99,$38.7,$783217.62,$256890.6,$526327.02
2344,Europe,Norway,Household,Offline,C,4/29/2019,149274003,2350,$675.75,$508.17,$1588012.5,$1194199.5,$393813.0
2345,Middle East and North Africa,Libya,Beverages,Offline,H,1/17/2018,179493701,5030,$51.81,$34.71,$260604.3,$174591.3,$86013.0
2346,North America,Chad,Clothes,Online,M,3/8/2017,749760091,9527,$109.51,$35.92,$1043301.77,$342209.84,$701091.93
2347,Australia and Oceania,Tonga,Baby Food,Offline,C,11/15/2023,478872001,7721,$271.86,$169.77,$2099031.06,$1310794.17,$788236.89
2348,Australia and Oceania,Tonga,Beverages,Online,L,3/4/2021,305940759,3524,$49.88,$33.42,$175777.12,$117772.08,$58005.04
2349,Asia,India,Beverages,Online,C,12/27/2016,340390193,7877,$43.95,$29.44,$346194.15,$231898.88,$114295.27
2350,Europe,Estonia,Cosmetics,Offline,C,1/4/2021,311956632,3755,$418.06,$251.8,$1569815.3,$945509.0,$624306.3
2351,Europe,Ukraine,Baby Food,Offline,L,5/5/2020,920688903,1161,$236.58,$147.74,$274669.38,$171526.14,$103143.24
2352,Asia,Laos,Meat,Online,L,6/12/2019,686948335,2133,$394.44,$340.96,$841340.52,$727267.68,$114072.84
2353,North America,South Africa,Household,Offline,C,6/27/2020,901408755,5737,$660.77,$496.9,$3790837.49,$2850715.3,$940122.19
2354,North America,Republic of the Congo,Meat,Online,C,2/15/2017,675056493,3072,$436.35,$377.19,$1340467.2,$1158727.68,$181739.52
2355,North America,Guinea,Beverages,Offline,C,1/5/2021,989190375,2269,$49.88,$33.42,$113177.72,$75829.98,$37347.74
2356,Asia,Nepal,Household,Offline,L,8/1/2022,645421731,3488,$685.69,$515.64,$2391686.72,$1798552.32,$593134.4
2357,Asia,Vietnam,Meat,Online,H,4/6/2020,315674388,3921,$397.31,$343.45,$1557852.51,$1346667.45,$211185.06
2358,Middle East and North Africa,Tunisia ,Cereal,Offline,C,7/16/2023,292184674,2793,$200.03,$113.88,$558683.79,$318066.84,$240616.95
2359,Middle East and North Africa,Algeria,Baby Food,Offline,M,8/10/2023,937501418,6358,$271.86,$169.77,$1728485.88,$1079397.66,$649088.22
2360,Europe,San Marino,Personal Care,Online,L,9/25/2016,434485948,2902,$82.74,$57.37,$240111.48,$166487.74,$73623.74
2361,Middle East and North Africa,Somalia,Personal Care,Offline,L,3/4/2021,636312091,7743,$75.85,$52.6,$587306.55,$407281.8,$180024.75
2362,Europe,Estonia,Baby Food,Offline,H,5/22/2020,316466176,8229,$236.58,$147.74,$1946816.82,$1215752.46,$731064.36
2363,Asia,Malaysia,Vegetables,Offline,H,12/24/2022,118747031,8740,$147.2,$86.88,$1286528.0,$759331.2,$527196.8
2364,Central America and the Caribbean,Nicaragua,Household,Online,C,4/29/2016,307265985,5688,$725.57,$545.63,$4127042.16,$3103543.44,$1023498.72
2365,Central America and the Caribbean,Cuba,Cereal,Offline,M,12/10/2020,316446864,2514,$191.0,$108.74,$480174.0,$273372.36,$206801.64
2366,Europe,Kosovo,Household,Online,M,7/18/2020,101025998,4693,$660.77,$496.9,$3100993.61,$2331951.7,$769041.91
2367,Australia and Oceania,Fiji,Vegetables,Offline,H,11/8/2018,586052215,4729,$151.37,$89.34,$715828.73,$422488.86,$293339.87
2368,Australia and Oceania,Marshall Islands,Beverages,Offline,M,8/27/2020,516886842,7158,$48.74,$32.65,$348880.92,$233708.7,$115172.22
2369,Central America and the Caribbean,The Bahamas,Vegetables,Online,M,6/4/2020,509203708,3548,$167.61,$98.93,$594680.28,$351003.64,$243676.64
2370,North America,Mauritius ,Cosmetics,Online,H,4/18/2023,798989140,7497,$399.45,$240.59,$2994676.65,$1803703.23,$1190973.42
2371,Asia,Uzbekistan,Cereal,Offline,L,2/3/2016,792541968,9635,$201.4,$114.66,$1940489.0,$1104749.1,$835739.9
2372,North America,Namibia,Household,Online,H,6/7/2023,416473519,2624,$632.31,$475.5,$1659181.44,$1247712.0,$411469.44
2373,Central America and the Caribbean,El Salvador,Office Supplies,Offline,C,12/1/2020,567707622,6156,$699.12,$563.58,$4303782.72,$3469398.48,$834384.24
2374,Asia,China,Household,Offline,C,12/5/2023,863480603,1954,$632.31,$475.5,$1235533.74,$929127.0,$306406.74
2375,Asia,Philippines,Beverages,Offline,L,7/22/2023,991341292,8773,$43.24,$28.97,$379344.52,$254153.81,$125190.71
2376,North America,Central African Republic,Cereal,Online,H,12/15/2017,259151017,7400,$200.77,$114.3,$1485698.0,$845820.0,$639878.0
2377,Asia,Mongolia,Household,Offline,C,9/15/2023,745083606,5651,$632.31,$475.5,$3573183.81,$2687050.5,$886133.31
2378,Europe,Luxembourg,Personal Care,Offline,H,9/25/2023,547625386,3376,$88.17,$61.14,$297661.92,$206408.64,$91253.28
2379,Middle East and North Africa,Pakistan,Beverages,Offline,C,5/21/2019,535575187,7454,$47.12,$31.57,$351232.48,$235322.78,$115909.7
2380,Australia and Oceania,New Zealand,Meat,Online,M,1/30/2017,298044335,6797,$436.35,$377.19,$2965870.95,$2563760.43,$402110.52
2381,Europe,Montenegro,Fruits,Online,H,1/31/2022,394456660,7346,$9.98,$7.4,$73313.08,$54360.4,$18952.68
2382,Europe,Kosovo,Baby Food,Online,M,1/1/2020,104548490,7076,$236.58,$147.74,$1674040.08,$1045408.24,$628631.84
2383,North America,Zambia,Vegetables,Online,M,6/14/2016,578368651,991,$148.02,$87.37,$146687.82,$86583.67,$60104.15
2384,Asia,Bhutan,Beverages,Offline,H,2/7/2018,786278474,6128,$51.81,$34.71,$317491.68,$212702.88,$104788.8
2385,Asia,Laos,Office Supplies,Online,H,5/3/2023,668951785,6554,$618.24,$498.38,$4051944.96,$3266382.52,$785562.44
2386,Europe,Greece,Cereal,Online,M,1/10/2016,687374913,8367,$201.4,$114.66,$1685113.8,$959360.22,$725753.58
2387,Central America and the Caribbean,Costa Rica,Meat,Online,L,8/11/2019,472846686,4697,$394.44,$340.96,$1852684.68,$1601489.12,$251195.56
2388,Middle East and North Africa,Turkey,Clothes,Online,C,4/23/2020,176978433,706,$117.99,$38.7,$83300.94,$27322.2,$55978.74
2389,Europe,Greece,Vegetables,Online,M,10/4/2018,921693980,8586,$151.37,$89.34,$1299662.82,$767073.24,$532589.58
2390,North America,Eritrea,Cosmetics,Online,M,8/31/2016,749229657,2560,$447.9,$269.77,$1146624.0,$690611.2,$456012.8
2391,Central America and the Caribbean,Haiti,Meat,Offline,M,8/2/2020,472134292,3884,$397.31,$343.45,$1543152.04,$1333959.8,$209192.24
2392,Asia,Sri Lanka,Cosmetics,Online,M,12/28/2022,523269212,5843,$465.35,$280.28,$2719040.05,$1637676.04,$1081364.01
2393,North America,Ethiopia,Fruits,Online,H,3/19/2023,505808246,8755,$9.76,$7.24,$85448.8,$63386.2,$22062.6
2394,Australia and Oceania,East Timor,Office Supplies,Online,H,3/19/2023,543237721,4969,$618.24,$498.38,$3072034.56,$2476450.22,$595584.34
2395,Europe,Montenegro,Household,Online,L,8/29/2018,829356467,3864,$713.1,$536.25,$2755418.4,$2072070.0,$683348.4
2396,Australia and Oceania,Solomon Islands,Office Supplies,Online,H,11/13/2017,278275811,6851,$664.11,$535.36,$4549817.61,$3667751.36,$882066.25
2397,Central America and the Caribbean,Honduras,Office Supplies,Online,L,5/31/2020,574419581,2374,$699.12,$563.58,$1659710.88,$1337938.92,$321771.96
2398,Europe,Czech Republic,Cereal,Offline,C,5/20/2023,322524106,905,$200.03,$113.88,$181027.15,$103061.4,$77965.75
2399,Europe,Portugal,Cereal,Offline,M,9/14/2020,897638213,9950,$191.0,$108.74,$1900450.0,$1081963.0,$818487.0
2400,Middle East and North Africa,Yemen,Personal Care,Offline,M,5/15/2019,595123231,9044,$88.84,$61.6,$803468.96,$557110.4,$246358.56
2401,Europe,Italy,Baby Food,Offline,L,3/23/2021,480652987,4755,$230.66,$144.04,$1096788.3,$684910.2,$411878.1
2402,Europe,France,Office Supplies,Online,C,6/20/2016,340213811,5682,$641.44,$517.08,$3644662.08,$2938048.56,$706613.52
2403,Asia,Malaysia,Cereal,Online,C,6/5/2018,930104529,7454,$212.12,$120.77,$1581142.48,$900219.58,$680922.9
2404,Europe,Iceland,Baby Food,Online,H,3/20/2019,826936471,7733,$279.84,$174.76,$2164002.72,$1351419.08,$812583.64
2405,Europe,Norway,Cosmetics,Online,H,5/14/2023,477633464,1211,$399.45,$240.59,$483733.95,$291354.49,$192379.46
2406,Europe,Latvia,Meat,Online,L,11/25/2020,849431836,4611,$397.31,$343.45,$1831996.41,$1583647.95,$248348.46
2407,North America,Cape Verde,Snacks,Online,C,9/12/2018,279880416,1689,$163.56,$104.45,$276252.84,$176416.05,$99836.79
2408,North America,Republic of the Congo,Snacks,Online,L,9/13/2016,326840531,8231,$141.5,$90.37,$1164686.5,$743835.47,$420851.03
2409,Middle East and North Africa,Qatar,Fruits,Online,M,9/12/2023,818486011,7054,$9.76,$7.24,$68847.04,$51070.96,$17776.08
2410,North America,Sudan,Household,Offline,M,10/29/2018,303303182,3006,$713.1,$536.25,$2143578.6,$1611967.5,$531611.1
2411,North America,Cote d'Ivoire,Personal Care,Online,L,10/21/2020,100090873,7968,$80.44,$55.77,$640945.92,$444375.36,$196570.56
2412,North America,Cape Verde,Vegetables,Offline,M,9/5/2018,247960412,5851,$151.37,$89.34,$885665.87,$522728.34,$362937.53
2413,Asia,Taiwan,Meat,Online,M,7/5/2021,856335628,7597,$418.24,$361.54,$3177369.28,$2746619.38,$430749.9
2414,Middle East and North Africa,Libya,Cereal,Offline,H,2/11/2017,754952847,6179,$200.77,$114.3,$1240557.83,$706259.7,$534298.13
2415,Central America and the Caribbean,Belize,Meat,Online,C,6/19/2016,643860900,1603,$452.67,$391.29,$725630.01,$627237.87,$98392.14
2416,North America,Republic of the Congo,Clothes,Offline,C,11/17/2016,843421113,5905,$107.69,$35.32,$635909.45,$208564.6,$427344.85
2417,Europe,United Kingdom,Baby Food,Online,H,7/8/2018,844307315,8152,$262.74,$164.08,$2141856.48,$1337580.16,$804276.32
2418,North America,Guinea-Bissau,Baby Food,Offline,H,8/13/2022,657505834,9442,$257.74,$160.95,$2433581.08,$1519689.9,$913891.18
2419,Central America and the Caribbean,Saint Kitts and Nevis ,Snacks,Offline,H,2/11/2020,364315497,7906,$165.45,$105.66,$1308047.7,$835347.96,$472699.74
2420,Middle East and North Africa,Israel,Fruits,Offline,C,2/25/2018,566347634,3705,$8.73,$6.47,$32344.65,$23971.35,$8373.3
2421,North America,Senegal,Baby Food,Offline,M,2/28/2023,135526072,4031,$271.86,$169.77,$1095867.66,$684342.87,$411524.79
2422,Australia and Oceania,Vanuatu,Household,Offline,M,6/26/2019,264087140,8108,$675.75,$508.17,$5478981.0,$4120242.36,$1358738.64
2423,Europe,Finland,Snacks,Online,H,6/20/2021,414579665,2191,$142.54,$91.03,$312305.14,$199446.73,$112858.41
2424,Europe,Switzerland,Cereal,Offline,M,10/18/2023,569864976,4565,$200.03,$113.88,$913136.95,$519862.2,$393274.75
2425,Europe,United Kingdom,Clothes,Online,L,2/26/2021,783116900,548,$111.52,$36.58,$61112.96,$20045.84,$41067.12
2426,Europe,Andorra,Cosmetics,Online,L,2/26/2022,727821767,7489,$465.35,$280.28,$3485006.15,$2099016.92,$1385989.23
2427,Asia,Maldives,Clothes,Offline,C,3/30/2018,147778403,9768,$109.01,$35.75,$1064809.68,$349206.0,$715603.68
2428,Asia,Philippines,Office Supplies,Online,C,7/11/2019,207098138,3796,$640.48,$516.31,$2431262.08,$1959912.76,$471349.32
2429,Australia and Oceania,East Timor,Meat,Online,L,3/21/2016,340204799,3015,$452.67,$391.29,$1364800.05,$1179739.35,$185060.7
2430,Asia,China,Beverages,Offline,C,5/4/2022,501834714,2899,$48.07,$32.2,$139354.93,$93347.8,$46007.13
2431,Middle East and North Africa,Tunisia ,Household,Offline,M,11/18/2018,717036712,5952,$713.1,$536.25,$4244371.2,$3191760.0,$1052611.2
2432,Europe,Georgia,Meat,Offline,C,3/15/2018,631172120,6711,$391.97,$338.82,$2630510.67,$2273821.02,$356689.65
2433,Europe,San Marino,Office Supplies,Offline,M,5/11/2022,859914767,6744,$643.16,$518.47,$4337471.04,$3496561.68,$840909.36
2434,Central America and the Caribbean,Saint Kitts and Nevis ,Beverages,Offline,L,5/1/2019,739250981,9648,$47.12,$31.57,$454613.76,$304587.36,$150026.4
2435,Europe,Andorra,Snacks,Online,L,2/4/2017,575479590,6054,$139.94,$89.37,$847196.76,$541045.98,$306150.78
2436,North America,Cameroon,Personal Care,Online,L,2/13/2017,295211923,8623,$81.65,$56.61,$704067.95,$488148.03,$215919.92
2437,Central America and the Caribbean,Costa Rica,Clothes,Offline,H,2/24/2018,795371806,7047,$109.01,$35.75,$768193.47,$251930.25,$516263.22
2438,Sub-Saharan Africa,Greenland,Personal Care,Offline,L,12/29/2019,793195569,3050,$88.84,$61.6,$270962.0,$187880.0,$83082.0
2439,Central America and the Caribbean,Antigua and Barbuda ,Personal Care,Offline,H,9/30/2019,876232039,5387,$88.84,$61.6,$478581.08,$331839.2,$146741.88
2440,Europe,Spain,Snacks,Offline,M,2/19/2021,352342545,4844,$142.54,$91.03,$690463.76,$440949.32,$249514.44
2441,Central America and the Caribbean,Panama,Household,Offline,C,1/8/2018,399700915,9238,$713.1,$536.25,$6587617.8,$4953877.5,$1633740.3
2442,Asia,Taiwan,Baby Food,Online,C,1/16/2016,916793477,8418,$250.04,$156.15,$2104836.72,$1314470.7,$790366.02
2443,Europe,Slovenia,Cereal,Online,H,7/22/2018,972419059,9264,$212.12,$120.77,$1965079.68,$1118813.28,$846266.4
2444,Middle East and North Africa,Kuwait,Meat,Online,L,5/26/2020,155688989,686,$397.31,$343.45,$272554.66,$235606.7,$36947.96
2445,Asia,South Korea,Meat,Offline,M,4/8/2023,826027095,8628,$421.9,$364.7,$3640153.2,$3146631.6,$493521.6
2446,North America,Lesotho,Meat,Offline,M,12/1/2023,463169705,1063,$421.9,$364.7,$448479.7,$387676.1,$60803.6
2447,Europe,Spain,Meat,Offline,M,5/20/2020,217165648,2996,$397.31,$343.45,$1190340.76,$1028976.2,$161364.56
2448,Middle East and North Africa,Israel,Snacks,Online,C,5/5/2021,858376252,1463,$142.54,$91.03,$208536.02,$133176.89,$75359.13
2449,Middle East and North Africa,Syria,Vegetables,Online,C,8/8/2019,527475345,531,$158.59,$93.61,$84211.29,$49706.91,$34504.38
